,id,Beds,Baths,Balconies, Covered Parking,Carpet Area,Developer,Project,Status,Facing,Lifts,Furnished Status,Car parking,Age of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Num of Amenities,Floor,Balcony,Super Built-up Area,Type of Ownership,Authority Approval,Bed,RERA ID,Bath,Floors allowed for construction
0,4d423639373535353133,2,2,2,1 ,906,Kalpataru Ltd.,Kalpataru Radiance,Immediately,East,6,Unfurnished,1 Covered,New Construction,"₹85,000",₹4.0 LacPay Zero Deposit,"Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, Maharashtra",Near Prabodhan Ground,Unfurnished,Marble,"Garden/Park, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,6,23,,,,,,,,,
1,4d423731363434373835,2,2,,1 ,788,L&T Realty,L&T Emerald Isle,Immediately,North - East,3,Semi-Furnished,,5 to 10 years,"₹85,000",₹2.0 LacPay Zero Deposit,"Sakivihar, Powai, Powai, Mumbai - Central Mumbai, Maharashtra",Mogra metro A M Naik schl Hiranandani hospital Kanjurmarg railway near,Semi-Furnished,Vitrified,"Garden/Park, Main Road",Store,24 Hours Available,No/Rare Powercut,3,27,15 (Out of 26 Floors),,,,,,,,
2,4d423635363735373833,4,5,,4 ,3875,K Raheja Corp,K Raheja Artesia,Immediately,North - East,6,Furnished,,Less than 5 years,₹13 Lac,₹80.0 LacPay Zero Deposit,"Raheja Artesia, Worli, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near tv tower,Furnished,"Marble, Wooden","Pool, Garden/Park","Puja Room, Study, Store, Servant Room",24 Hours Available,No/Rare Powercut,6,11,20 (Out of 50 Floors),1,,,,,,,
3,4d423730343435323233,3,3,,1 ,880,DOSTI REALTY,Dosti Acres,Immediately,East,3,Semi-Furnished,1 Covered,10 to 15 years,"₹75,000 | ₹6,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Wadala, Mumbai, Wadala, Mumbai - South Mumbai, Maharashtra",Dosti Acers Wadala East,Semi-Furnished,"Ceramic Tiles, Marble, Wooden","Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,3,21,12 (Out of 24 Floors),,,,,,,,
4,4d423730383338363333,4,5,,1 ,1600,Kamal Joshi Group,KJ Takshashila,Immediately,East,4,Unfurnished,,Less than 5 years,₹1.3 Lac,₹5.0 LacPay Zero Deposit,"KJ Takshashila, L.T. Road, Mulund West, Mumbai- 400078, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Its Near to all Basic Needs like all are just a call away.,Unfurnished,Vitrified,Garden/Park,Store,24 Hours Available,No/Rare Powercut,4,12,19 (Out of 25 Floors),,,,,,,,
5,4d423731313536363231,3,3,3,,1250,Runwal Developers,Runwal Bliss,Immediately,West,,Unfurnished,,New Construction,"₹83,000",₹3.0 LacPay Zero Deposit,"Runwal Bliss, near Kanjurmarg Railway Station, Crompton Greaves Compound, Maharashtra, Kanjurmarg East, Mumbai, Maharashtra, Kanjurmarg East, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near Kanjurmarg Railway Station,Unfurnished,Vitrified,Garden/Park,Store,,,,42,39 (Out of 50 Floors),,,,,,,,
6,4d423731323132393131,2,2,2,1 ,850,Dudhwala Constructions,Proxima,Immediately,North,2,Unfurnished,1 Covered,New Construction,"₹76,999",₹3.0 LacPay Zero Deposit,"Marol naka, Andheri East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Its nearby T2 inernational airport and Andheri kurla road.,Unfurnished,Vitrified,Pool,,,,,23,,,,,,,,,
7,4d423731353930383839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
8,4d423731313632323439,3,2,,,,CCI Projects Pvt. Ltd.,Rivali Park,Immediately,East,,Semi-Furnished,,5 to 10 years,"₹85,000 | ₹14,000 Yearly Maintenance",₹4.0 LacPay Zero Deposit,"borivali East, Borivali East, Mumbai - Western Mumbai, Maharashtra",metro station,Semi-Furnished,,"Pool, Garden/Park, Main Road",Study,,,,23,7 (Out of 11 Floors),1,1015sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹84/sqft,Freehold,,,,,
9,4d423639303936353439,2,2,,,775,Ekta World,Ekta Tripolis,Immediately,West,2,Semi-Furnished,1 Open,,"₹75,000 | ₹5 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"BEST nagar goregaon west, Goregaon West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near SV road Goregoan west mumbai,Semi-Furnished,"Vitrified, Ceramic Tiles",Main Road,,,,,11,8 (Out of 35 Floors),1,,,,,,,
10,4d423731363939323439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
11,4d423639383434373639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
12,4d423730393033343631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
13,4d423430383130393531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
14,4d423730323737363633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
15,4d423638343032363639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
16,4d423639323936373039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
17,4d423639393833303837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
18,4d423636393733393033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
19,4d423731353432313133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
20,4d423730393533303333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
21,4d423730323632393833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
22,4d423731363239353831,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
23,4d423731363837313439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
24,4d423731353036323033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
25,4d423730363234303333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
26,4d423731333030333633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
27,4d423731323631353039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
28,4d423731363037313637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
29,4d423638323138313639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
30,4d423731303230363435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
31,4d423637303034383339,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
32,4d423638343833303031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
33,4d423635333531323533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
34,4d423639333533353031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
35,4d423730353532393235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
36,4d423731343337383235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
37,4d423731353332323837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
38,4d423637323937363733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
39,4d423638393134353335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
40,4d423637363732353635,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
41,4d423637343337313131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
42,4d423638313735333335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
43,4d423731353936333937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
44,4d423639393335383437,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
45,4d423731323830303137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
46,4d423638383031353031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
47,4d423731363330333539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
48,4d423731363431313131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
49,4d423731353930323433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
50,4d423638363137363137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
51,4d423730353832393137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
52,4d423639333732343633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
53,4d423639373635373037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
54,4d423731363236353333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
55,4d423731333931303433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
56,4d423730343039333937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
57,4d423730393534313431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
58,4d423731353332383239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
59,4d423636393935363133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
60,4d423630353335353633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
61,4d423731333435313839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
62,4d423631383735363131,4,4,,,3800,,,Immediately,West,2,Semi-Furnished,1 Open,5 to 10 years,"₹5.5 Lac | ₹10,000 Monthly Maintenance",₹25.0 LacPay Zero Deposit,"12th road., JVPD Scheme, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Juhu.,Semi-Furnished,"Marble, Vitrified",Main Road,None of these,24 Hours Available,No/Rare Powercut,2,0,3 (Out of 6 Floors),,,,,,,,
63,4d423639313734383839,2,2,,,671,,,Immediately,East,,Unfurnished,,New Construction,"₹80,000",₹2.5 LacPay Zero Deposit,"Juhu lane., Zalawad Nagar, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Juhu lane near zalawad nagar.,Unfurnished,Vitrified,Main Road,Puja Room,,,,0,7 (Out of 9 Floors),,,,,,,,
64,4d423636313236353139,6,5,,2 ,,Oberoi Realty Ltd.,Oberoi Esquire,Immediately,East,3,Semi-Furnished,2 Covered,Less than 5 years,₹3.9 Lac,₹15.0 LacPay Zero Deposit,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near oberoi garden,Semi-Furnished,Marble,"Garden/Park, Pool, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,3,18,,,4699sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,,,,,,
65,4d423635333032313933,3,3,3,,1480,Sunshine Infra,Sunshine Infinity,Immediately,East,,Semi-Furnished,,New Construction,₹1.6 Lac,"₹9,60,000Pay Zero Deposit","Near Five Gardens, Wadala West, Wadala West, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Near Five Gardens, Wadala West",Semi-Furnished,"Vitrified, Wooden, Marble","Garden/Park, Main Road",,,,,7,18 (Out of 30 Floors),,,,,,,,
66,4d423634353739343837,4,5,3,3 ,3200,Sunteck Realty Ltd.,Signature Island ,Immediately,East,3,Semi-Furnished,,Less than 5 years,₹6.8 Lac,₹40.0 LacPay Zero Deposit,"bkc, Bandra Kurla Complex, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",this property is close to bkc,Semi-Furnished,Marble,"Garden/Park, Main Road","Study, Store, Servant Room",24 Hours Available,No/Rare Powercut,3,34,10 (Out of 19 Floors),,,,,,,,
67,4d423639333237313339,4,5,,,1927,Oberoi Realty Ltd.,Oberoi Eternia And Enigma,Immediately,North - West,,Unfurnished,,New Construction,₹1.7 Lac | ₹1 Monthly Maintenance,₹8.0 LacPay Zero Deposit,"Oberoi Enigma  L B S Marg Mulund West, Mulund West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",L B S Marg Mulund West,Unfurnished,Vitrified,"Garden/Park, Pool",Servant Room,,,,32,22 (Out of 53 Floors),1,,,,,,,
68,4d423639363239313935,4,3,,,1700,Adani Realty,Adani Western Heights,Immediately,North - West,,Furnished,,Less than 5 years,₹2.5 Lac,₹3.0 LacPay Zero Deposit,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Furnished,,"Pool, Garden/Park",,,,,57,10 (Out of 25 Floors),1,,Freehold,,,,,
69,4d423731333836363731,3,2,,,1100,,Gagan Apartments,Immediately,North - East,,Furnished,1 Open,Above 20 years,"₹80,000 | ₹7,500 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Gokuldham Krishna Vatika Marg Goregaon East, Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",next to Gagan shopping centre Goluldham Goregoan east Mumbai 400063,Furnished,Vitrified,Main Road,Store,24 Hours Available,No/Rare Powercut,1,0,,1,,,,,,,
70,4d423730373233333539,3,4,2,2 ,2450,,,Immediately,North,9,Semi-Furnished,2 Covered,Less than 5 years,₹1.7 Lac,₹5.0 LacPay Zero Deposit,"Lodha New Cuffe parade Evoq A wing SewriChembur Road Off Eastern Fwy near IMax Dome Wadala Mumbai Maharashtra, Wadala East, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",imax Carnival Cinemas,Semi-Furnished,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road","Study, Servant Room",24 Hours Available,No/Rare Powercut,9,0,,,,,Developer,,,,
71,4d423639393238383439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
72,4d423731363432313333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
73,4d423639383935303039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
74,4d423638333235343035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
75,4d423639323639303239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
76,4d423731363234303935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
77,4d423731313337383437,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
78,4d423731343835313637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
79,4d423730353530393631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
80,4d423637323633323835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
81,4d423731363439363439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
82,4d423731353531333833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
83,4d423634353237303233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
84,4d423731333030303935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
85,4d423731333838303637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
86,4d423731303939393131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
87,4d423639383835343433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
88,4d423731353136323139,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
89,4d423635363830373637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
90,4d423730353336343331,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
91,4d423731353338333637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
92,4d423731353732343637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
93,4d423730353234373733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
94,4d423635343133333533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
95,4d423730323935393137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
96,4d423731353430393639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
97,4d423639353239393931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
98,4d423534373034383235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
99,4d423730323439393339,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
100,4d423730313933373337,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
101,4d423636303237303537,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
102,4d423730343836333539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
103,4d423637383637373635,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
104,4d423731343732393539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
105,4d423634363532353731,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
106,4d423731313534373137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
107,4d423638373439343939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
108,4d423636383638343533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
109,4d423635363635373331,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
110,4d423731353233343033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
111,4d423634383134353133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
112,4d423730313439313131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
113,4d423731323334333937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
114,4d423730383837353335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
115,4d423730363831343033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
116,4d423635383536323535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
117,4d423731313432323735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
118,4d423730363234363533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
119,4d423731323936373837,3,2,4,1 ,1076,Lodha Group,Lodha New Cuffe Parade,Immediately,East,4,Semi-Furnished,1 Covered,New Construction,₹1.3 Lac | ₹14 Per sq. Unit Monthly Maintenance,₹5.0 LacPay Zero Deposit,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala East, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Wadala East,Semi-Furnished,Vitrified,"Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,4,38,4 (Out of 42 Floors),,,,,,,,
120,4d423730353534313033,2,2,,1 ,750,Raheja Developers Ltd.,Raheja Vihar,Immediately,North - East,2,Semi-Furnished,1 Covered,5 to 10 years,"₹70,000 | ₹1 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Powai, Mumbai, Powai, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Hospital,School,College,Metro,Market,Shop,Restaurant,Hotel,Jain Temple",Semi-Furnished,Marble,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,20,5 (Out of 7 Floors),1,,,,,,,
121,4d423730303034313837,2,2,3,,,VR Developers,Geesee Apartment,Immediately,South - East,,Semi-Furnished,,15 to 20 years,"₹56,000 | ₹6,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Kalina Road, Sunder Nagar, Santacruz East, Mumbai400055, Santacruz East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",very close to Mumbai university Above Bharat Bank,Semi-Furnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,1,9,1 (Out of 7 Floors),,,,,,,,
122,4d423731313033393839,2,2,2,1 ,,,Kanti Apartment,Immediately,East,,Furnished,1 Covered,5 to 10 years,₹1.8 Lac,₹5.4 LacPay Zero Deposit,"Kanti Apts. Mt. Mary Rd. Bandra, Mt. Mary church, 400050, Bandra West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Near to Saint Stephens Church, Mannat, Lilavati Hospital And Research",Furnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,1,0,8 (Out of 14 Floors),,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹180/sqft,,,,,,
123,4d423730363231373835,5,3,3,3 ,5000,,,Immediately,North - East,4,Semi-Furnished,3 Covered,5 to 10 years,"₹5.5 Lac | ₹10,000 Monthly Maintenance",₹30.0 LacPay Zero Deposit,"Cliff Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra, Hiranandani Gardens, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",This flat is close to market and school,Semi-Furnished,Marble,Garden/Park,"Puja Room, Store",24 Hours Available,No/Rare Powercut,4,0,15 (Out of 22 Floors),,,,,,,,
124,4d423730383432333733,3,3,,2 ,975,,,Immediately,North - East,10,Unfurnished,2 Covered,Less than 5 years,₹1.9 Lac,"₹11,40,000Pay Zero Deposit","Lodha Park Senapati Bapat Marg Lower Parel West Mumbai Maharashtra 400013, Worli, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Palladium Mall.,Unfurnished,Vitrified,"Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,10,0,68 (Out of 77 Floors),,,,,,,,
125,4d423730383030363339,3,3,,,1100,Bholenath Developers Ltd.,Lotus Apartments,Immediately,East,2,Furnished,,5 to 10 years,"₹1.3 Lac | ₹5,000 Monthly Maintenance",₹5.0 LacPay Zero Deposit,"Lotus Apartment CHS Ltd Road No 7 Chembur East Mumbai, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Diamond Garden, Central Avenue Road",Furnished,Vitrified,Main Road,"Puja Room, Store",24 Hours Available,No/Rare Powercut,2,9,5 (Out of 7 Floors),,,,,,,,
126,4d423730313431393133,,2,,1 ,460,Parashar Builder,Lords Nahur,Immediately,East,2,Semi-Furnished,1 Covered,5 to 10 years,"₹27,000",₹1.0 LacPay Zero Deposit,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Nahur west central mumbai suburbs mumbai.,Semi-Furnished,"Granite, Vitrified",Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,0,9 (Out of 20 Floors),1,,,,1,,,
127,4d423731353734303837,3,3,,1 ,912,,Bhavesha Apartment,Immediately,East,2,Unfurnished,1 Covered,New Construction,₹1.1 Lac,₹5.0 LacPay Zero Deposit,"Veera Desai Road, Azad Nagar, Andheri West, Mumbai, Maharashtra, India., Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Azad nagar Metro station,Unfurnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,2,0,9 (Out of 14 Floors),,,,,,,,
128,4d423730373036343535,3,3,,2 ,1000,Oberoi Realty Ltd.,Oberoi Sky City,Immediately,East,4,Unfurnished,2 Covered,New Construction,₹1.2 Lac,₹5.0 LacPay Zero Deposit,"Borivali East, Mumbai, Borivali East, Mumbai - Western Mumbai, Maharashtra",Near metro station,Unfurnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,4,41,32 (Out of 60 Floors),,,,,,,,
129,4d423632303238303131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
130,4d423731363739343439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
131,4d423731363434323531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
132,4d423731363631313839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
133,4d423636393935303335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
134,4d423731343936303435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
135,4d423639303438303731,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
136,4d423730323934333539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
137,4d423639393735323235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
138,4d423636343233353631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
139,4d423730383032303937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
140,4d423537323735383535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
141,4d423637353338353233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
142,4d423639393633313533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
143,4d423635393835313835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
144,4d423730343830313835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
145,4d423730313439353333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
146,4d423533363630303331,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
147,4d423639323733333139,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
148,4d423730303336343535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
149,4d423730383430333535,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
150,4d423730333933323839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
151,4d423639383430393039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
152,4d423730393433323935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
153,4d423731333739333035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
154,4d423730323633383331,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
155,4d423731363436383433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
156,4d423639363632303837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
157,4d423639313138313437,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
158,4d423730343436313935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
159,4d423730353238393631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
160,4d423731333833373335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
161,4d423637393931323333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
162,4d423639363632353539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
163,4d423635313630313837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
164,4d423730333833353039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
165,4d423639353438303239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
166,4d423731353033313539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
167,4d423731333835353939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
